Latitude,Longitude,CrimeGroup_Name,Year,Month,Day
12.956165,77.559332,MISSING PERSON,2024,1,Thursday
12.957226,77.564494,CASES OF HURT,2024,1,Sunday
12.959462,77.567468, CYBER CRIME,2024,1,Friday
12.954546,77.55741,MISSING PERSON,2024,1,Tuesday
12.957587,77.554691,THEFT,2024,2,Friday
12.939957,77.553865,MISSING PERSON,2024,2,Sunday
12.961162,77.560502,THEFT,2024,2,Tuesday
12.992345,77.564549,THEFT,2024,2,Thursday
12.954697,77.556214,CASES OF HURT,2024,2,Monday
12.959376,77.558838,THEFT,2024,2,Monday
12.960529,77.567001, CYBER CRIME,2024,2,Tuesday
12.961207,77.562959,CASES OF HURT,2024,2,Wednesday
12.96246,77.55155,MISSING PERSON,2024,2,Thursday
12.956343,77.552664,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,2024,2,Saturday
12.953113,77.553671,THEFT,2024,2,Sunday
12.956987,77.5646,MOLESTATION,2024,2,Sunday
12.956045,77.556184,THEFT,2024,2,Saturday
12.956267,77.556663,CASES OF HURT,2024,2,Sunday
12.960529,77.567001,CASES OF HURT,2024,2,Monday
12.960735,77.566927,MISSING PERSON,2024,2,Monday
12.954662,77.555562,CASES OF HURT,2024,2,Wednesday
12.955109,77.557473,CASES OF HURT,2024,2,Wednesday
12.947129,77.564548, CYBER CRIME,2024,3,Sunday
12.957415,77.564679,CHEATING,2024,3,Tuesday
12.959163,77.565872, CYBER CRIME,2024,3,Thursday
12.952278,77.55241,MISSING PERSON,2024,3,Friday
12.959421,77.519276,CASES OF HURT,2024,1,Monday
12.943417,77.522031,CASES OF HURT,2024,1,Monday
12.95363,77.522526,MISSING PERSON,2024,1,Monday
12.958782,77.520983,KARNATAKA POLICE ACT 1963,2024,1,Monday
12.96205,77.53387,MISSING PERSON,2024,1,Wednesday
12.966778,77.524697,MISSING PERSON,2024,1,Wednesday
12.96205,77.53387, CYBER CRIME,2024,1,Thursday
12.944547,77.519574,THEFT,2024,1,Thursday
12.954061,77.532987,THEFT,2024,1,Thursday
12.95156,77.528331,THEFT,2024,1,Thursday
12.96802,77.521119, CYBER CRIME,2024,1,Saturday
12.954736,77.526313,CASES OF HURT,2024,1,Saturday
12.959258,77.526795,MISSING PERSON,2024,1,Saturday
12.969438,77.533474,THEFT,2024,1,Sunday
12.95156,77.528331,KARNATAKA POLICE ACT 1963,2024,1,Sunday
12.958272,77.526112,THEFT,2024,1,Monday
12.969538,77.527108, CYBER CRIME,2024,1,Tuesday
12.968875,77.524836, CYBER CRIME,2024,1,Tuesday
12.955838,77.529084,THEFT,2024,1,Thursday
12.960684,77.531952,CHEATING,2024,1,Thursday
12.966778,77.524697, CYBER CRIME,2024,1,Friday
12.963725,77.514536,MISSING PERSON,2024,1,Friday
12.952702,77.534721,MISSING PERSON,2024,1,Friday
12.900549,77.518604,CASES OF HURT,2024,1,Saturday
12.961582,77.516214, CYBER CRIME,2024,1,Saturday
12.954736,77.526313, CYBER CRIME,2024,1,Tuesday
12.939223,77.520373, CYBER CRIME,2024,1,Wednesday
12.957732,77.522046,BURGLARY - NIGHT,2024,1,Thursday
12.95363,77.522526, CYBER CRIME,2024,1,Thursday
12.968875,77.524836,CHEATING,2024,1,Thursday
12.957842,77.520262,CHEATING,2024,1,Thursday
12.962053,77.533645,THEFT,2024,1,Thursday
12.95156,77.528331,CHEATING,2024,1,Thursday
12.946612,77.523838,THEFT,2024,1,Friday
12.96205,77.53387,THEFT,2024,1,Friday
12.955389,77.525101,MISSING PERSON,2024,1,Monday
12.969538,77.527108,MISSING PERSON,2024,1,Tuesday
12.963725,77.514536, CYBER CRIME,2024,1,Tuesday
12.96205,77.53387, CYBER CRIME,2024,1,Tuesday
12.956468,77.956468,THEFT,2024,1,Thursday
12.939223,77.520373,THEFT,2024,1,Friday
12.959073,77.517207,THEFT,2024,1,Saturday
12.955788,77.532302, CYBER CRIME,2024,1,Saturday
12.523374,77.960302,CASES OF HURT,2024,1,Saturday
12.963725,77.514536,MISSING PERSON,2024,1,Sunday
12.967445,77.522286,MOLESTATION,2024,1,Monday
12.946612,77.523838,BURGLARY - NIGHT,2024,1,Tuesday
12.966778,77.524697,THEFT,2024,1,Tuesday
12.967711,77.520133, CYBER CRIME,2024,1,Wednesday
12.96184,77.527334,THEFT,2024,2,Thursday
12.946662,77.523469,THEFT,2024,2,Thursday
12.967445,77.522286, CYBER CRIME,2024,2,Saturday
12.977066,77.541297, CYBER CRIME,2024,2,Saturday
12.96052,77.521385, CYBER CRIME,2024,2,Saturday
12.956222,77.531212,MOLESTATION,2024,2,Sunday
12.963929,77.528392,KARNATAKA POLICE ACT 1963,2024,2,Sunday
12.944547,77.519574,THEFT,2024,2,Monday
12.969538,77.527108,MISSING PERSON,2024,2,Thursday
12.967445,77.522286, CYBER CRIME,2024,2,Thursday
12.963725,77.514536,KARNATAKA POLICE ACT 1963,2024,2,Thursday
12.967711,77.520133,THEFT,2024,2,Thursday
12.956731,77.518489,THEFT,2024,2,Friday
12.956519,77.529852,THEFT,2024,2,Saturday
12.952951,77.525694,MISSING PERSON,2024,2,Monday
12.957169,77.515851,THEFT,2024,2,Monday
12.965468,77.521464, CYBER CRIME,2024,2,Monday
12.955838,77.529084,THEFT,2024,2,Tuesday
12.954736,77.526313,THEFT,2024,2,Tuesday
12.956481,77.518587,CHEATING,2024,2,Tuesday
12.960483,77.532075, CYBER CRIME,2024,2,Wednesday
12.945112,77.524132,MISSING PERSON,2024,2,Wednesday
12.96212,77.525072,THEFT,2024,2,Wednesday
12.958366,77.518956,CHEATING,2024,2,Thursday
12.958214,77.526198,MOLESTATION,2024,2,Thursday
12.952216,77.537036,THEFT,2024,2,Thursday
12.969562,77.523626, CYBER CRIME,2024,2,Thursday
12.953691,77.527469,MISSING PERSON,2024,2,Friday
12.958011,77.528161,MISSING PERSON,2024,2,Friday
12.956304,77.531571,BURGLARY - NIGHT,2024,2,Saturday
12.960684,77.531952, CYBER CRIME,2024,2,Saturday
12.946612,77.523838, CYBER CRIME,2024,2,Saturday
12.95363,77.522526, CYBER CRIME,2024,2,Saturday
12.958366,77.518956,THEFT,2024,2,Sunday
12.953109,77.523836,MISSING PERSON,2024,2,Monday
12.95156,77.528331, CYBER CRIME,2024,2,Tuesday
12.964364,77.530143, CYBER CRIME,2024,2,Wednesday
12.967445,77.522286,CASES OF HURT,2024,2,Wednesday
12.905881,77.551442, CYBER CRIME,2024,2,Wednesday
12.958214,77.526198,MISSING PERSON,2024,2,Thursday
12.957028,77.524108, CYBER CRIME,2024,2,Thursday
12.959328,77.521311,CHEATING,2024,2,Thursday
12.968021,77.521119,MISSING PERSON,2024,2,Friday
12.964679,77.519249, CYBER CRIME,2024,2,Friday
12.959001,77.530737, CYBER CRIME,2024,2,Friday
12.957169,77.515851,MISSING PERSON,2024,2,Sunday
12.957842,77.520262, CYBER CRIME,2024,2,Sunday
12.952318,77.528146,THEFT,2024,2,Monday
12.96205,77.53387,CHEATING,2024,2,Monday
12.523374,77.960302, CYBER CRIME,2024,2,Tuesday
12.946802,77.523772,THEFT,2024,2,Wednesday
12.945828,77.526044,THEFT,2024,2,Wednesday
12.960684,77.531952, CYBER CRIME,2024,2,Wednesday
12.957405,77.527058,THEFT,2024,2,Thursday
12.95363,77.522526,CASES OF HURT,2024,2,Thursday
12.95363,77.522526,CHEATING,2024,2,Thursday
12.956878,77.525797, CYBER CRIME,2024,3,Friday
12.956192,77.53479,THEFT,2024,3,Friday
12.953627,77.527537,THEFT,2024,3,Saturday
12.960684,77.531952, CYBER CRIME,2024,3,Saturday
12.956204,77.532954,MISSING PERSON,2024,3,Saturday
12.960684,77.531952, CYBER CRIME,2024,3,Monday
12.960684,77.531952,THEFT,2024,3,Tuesday
12.967445,77.522286,MISSING PERSON,2024,3,Wednesday
12.962062,77.531642,MISSING PERSON,2024,3,Thursday
12.958782,77.520983, CYBER CRIME,2024,3,Friday
12.960821,77.518728,MISSING PERSON,2024,3,Friday
12.961665,77.521946,MISSING PERSON,2024,3,Saturday
12.922157,77.537647,CHEATING,2024,1,Friday
12.931288,77.5611,MISSING PERSON,2024,1,Friday
12.922157,77.537647,CHEATING,2024,1,Monday
12.931282,77.564667,CHEATING,2024,1,Tuesday
12.921244,77.548153,THEFT,2024,1,Wednesday
12.930553,77.552497,MISSING PERSON,2024,1,Monday
12.920873,77.542085,THEFT,2024,1,Tuesday
12.928086,77.546485,MISSING PERSON,2024,1,Wednesday
12.921244,77.546888,THEFT,2024,1,Wednesday
12.927678,77.559418,MISSING PERSON,2024,1,Friday
12.917509,77.339624,THEFT,2024,1,Monday
12.935935,77.560223,CASES OF HURT,2024,1,Tuesday
12.934591,77.554656,MISSING PERSON,2024,1,Wednesday
12.920873,77.542085,THEFT,2024,2,Thursday
12.922961,77.543824,CASES OF HURT,2024,2,Thursday
12.9457,77.946656,MISSING PERSON,2024,2,Monday
12.92724,77.55284,THEFT,2024,2,Tuesday
12.923001,77.548933,CASES OF HURT,2024,2,Tuesday
12.924143,77.553353,THEFT,2024,2,Tuesday
12.934689,77.56104,THEFT,2024,2,Wednesday
12.929968,77.542882,MISSING PERSON,2024,2,Wednesday
12.922215,77.540513,THEFT,2024,2,Wednesday
12.93434,77.553641,MISSING PERSON,2024,2,Sunday
12.924606,77.546585,THEFT,2024,2,Tuesday
12.928989,77.545227,MOLESTATION,2024,2,Tuesday
12.93289,77.563958,BURGLARY - NIGHT,2024,2,Saturday
12.928837,77.560882,MISSING PERSON,2024,2,Tuesday
12.931259,77.561951,MISSING PERSON,2024,2,Friday
12.927457,77.560805,MISSING PERSON,2024,2,Friday
12.921372,77.548187,MISSING PERSON,2024,2,Sunday
12.92273,77.550865,Karnataka State Local Act,2024,2,Tuesday
12.922006,77.542917,MISSING PERSON,2024,2,Wednesday
12.93108,77.543425,CASES OF HURT,2024,2,Thursday
12.928979,77.558977,THEFT,2024,3,Friday
12.930693,77.547828,CASES OF HURT,2024,3,Saturday
12.919711,77.541993,CASES OF HURT,2024,3,Saturday
12.232323,77.232323,KARNATAKA POLICE ACT 1963,2024,3,Saturday
12.921998,77.545475,KARNATAKA POLICE ACT 1963,2024,3,Saturday
12.920674,77.542497,MOLESTATION,2024,3,Sunday
12.920226,77.545475,THEFT,2024,3,Friday
12.924828,77.544863,MISSING PERSON,2024,3,Saturday
12.957977,77.553681,PUBLIC SAFETY,2024,1,Wednesday
12.960067,77.571987,PUBLIC SAFETY,2024,2,Saturday
12.968306,77.57502,PUBLIC SAFETY,2024,2,Monday
12.961667,77.568978,PUBLIC SAFETY,2024,2,Friday
12.961622,77.568941,PUBLIC SAFETY,2024,2,Friday
12.961622,77.56941,PUBLIC SAFETY,2024,2,Friday
12.961534,77.568903,PUBLIC SAFETY,2024,2,Friday
12.963255,77.567513,PUBLIC SAFETY,2024,2,Friday
12.962702,77.565773,PUBLIC SAFETY,2024,2,Saturday
12.967282,77.563501,PUBLIC SAFETY,2024,2,Wednesday
13.144082,77.62679,MISSING PERSON,2024,1,Wednesday
13.137917,77.624226,CHEATING,2024,1,Saturday
13.158947,77.641302,MISSING PERSON,2024,1,Monday
13.139489,77.622776, CYBER CRIME,2024,1,Monday
13.146309,77.588959,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,2024,1,Tuesday
13.171947,77.633961,CASES OF HURT,2024,1,Tuesday
13.160169,77.634044,THEFT,2024,1,Thursday
13.167002,77.631348,RIOTS,2024,1,Friday
13.182452,77.589691,CHEATING,2024,1,Saturday
13.172246,77.635159,MISSING PERSON,2024,1,Saturday
13.162191,77.655629,RIOTS,2024,1,Sunday
13.169062,77.635006,CASES OF HURT,2024,1,Monday
13.144186,77.619833, CYBER CRIME,2024,1,Thursday
13.172298,77.634523,RIOTS,2024,1,Thursday
13.211375,77.646907, CYBER CRIME,2024,1,Friday
13.167992,77.632687,RIOTS,2024,1,Friday
13.145085,77.620867, CYBER CRIME,2024,1,Tuesday
13.183238,77.588617,MISSING PERSON,2024,2,Friday
13.168871,77.632239,CASES OF HURT,2024,2,Sunday
13.157677,77.624545,CASES OF HURT,2024,2,Sunday
13.159716,77.630596,MISSING PERSON,2024,2,Tuesday
13.169851,77.635088, CYBER CRIME,2024,2,Friday
13.146781,77.621714, CYBER CRIME,2024,2,Saturday
13.145949,77.624758,THEFT,2024,2,Saturday
13.171699,77.636569,Karnataka State Local Act,2024,2,Saturday
13.200391,77.635725,MISSING PERSON,2024,2,Monday
13.138797,77.622349,THEFT,2024,2,Monday
13.180356,77.643776, CYBER CRIME,2024,2,Friday
13.145159,77.618573, CYBER CRIME,2024,2,Monday
13.167723,77.576932,KARNATAKA POLICE ACT 1963,2024,2,Tuesday
13.160809,77.609701,MISSING PERSON,2024,2,Wednesday
13.197801,77.605318,CASES OF HURT,2024,2,Wednesday
13.162001,77.609074,MISSING PERSON,2024,3,Sunday
13.162301,77.609105,THEFT,2024,3,Monday
13.295233,77.570825,CHEATING,2024,3,Monday
13.172188,77.635462, CYBER CRIME,2024,3,Wednesday
12.964729,77.576164,MOLESTATION,2024,1,Monday
12.96481,77.576978,Karnataka State Local Act,2024,1,Saturday
12.971513,77.577365,MISSING PERSON,2024,1,Saturday
12.969931,77.573907,CASES OF HURT,2024,1,Wednesday
12.970506,77.577913,THEFT,2024,1,Friday
12.966516,77.577571,THEFT,2024,1,Monday
12.971776,77.580317,THEFT,2024,1,Tuesday
12.972686,77.577936,MISSING PERSON,2024,1,Tuesday
12.964554,77.577835,THEFT,2024,1,Tuesday
12.966281,77.577345,THEFT,2024,1,Thursday
12.970995,77.579245,THEFT,2024,1,Thursday
12.970444,77.573566,CHEATING,2024,1,Sunday
12.965851,77.57481,THEFT,2024,1,Monday
12.973322,77.57884, CYBER CRIME,2024,1,Wednesday
12.970523,77.572751,BURGLARY - NIGHT,2024,1,Monday
12.970631,77.575803,BURGLARY - NIGHT,2024,1,Tuesday
12.968602,77.574539, CYBER CRIME,2024,2,Friday
12.969692,77.573608,THEFT,2024,2,Friday
12.970041,77.581688,MOLESTATION,2024,2,Saturday
12.971479,77.578688, CYBER CRIME,2024,2,Sunday
12.972844,77.577498,THEFT,2024,2,Wednesday
12.972119,77.579234,MISSING PERSON,2024,2,Thursday
12.969375,77.574384, CYBER CRIME,2024,2,Friday
12.972533,77.578005, CYBER CRIME,2024,2,Wednesday
12.971077,77.57518,MISSING PERSON,2024,2,Thursday
12.971523,77.577997,KARNATAKA POLICE ACT 1963,2024,2,Friday
12.965478,77.576323,THEFT,2024,2,Friday
12.966319,77.577849,CASES OF HURT,2024,2,Saturday
12.966319,77.577849,CASES OF HURT,2024,2,Saturday
12.971953,77.579784,MISSING PERSON,2024,2,Sunday
12.970673,77.578802,MISSING PERSON,2024,2,Monday
12.967622,77.578883,CHEATING,2024,2,Thursday
12.968178,77.575543,THEFT,2024,2,Thursday
12.971582,77.577365,THEFT,2024,3,Friday
12.964037,77.578003,THEFT,2024,3,Saturday
12.965466,77.575499,THEFT,2024,3,Sunday
12.963799,77.15214,THEFT,2024,3,Friday
12.970345,77.578374, CYBER CRIME,2024,3,Saturday
12.967137,77.578218,PUBLIC SAFETY,2024,1,Thursday
12.959856,77.577674,PUBLIC SAFETY,2024,1,Friday
12.96203,77.575633,PUBLIC SAFETY,2024,2,Tuesday
12.964412,77.576927,PUBLIC SAFETY,2024,2,Saturday
12.967107,77.57821,PUBLIC SAFETY,2024,2,Friday
12.965182,77.577511,PUBLIC SAFETY,2024,2,Saturday
12.965182,77.577511,PUBLIC SAFETY,2024,2,Saturday
12.965182,77.577511,PUBLIC SAFETY,2024,2,Saturday
12.965182,77.577511,PUBLIC SAFETY,2024,2,Saturday
12.971541,77.577386,PUBLIC SAFETY,2024,2,Saturday
12.971541,77.577386,PUBLIC SAFETY,2024,2,Saturday
12.965838,77.577558,PUBLIC SAFETY,2024,2,Monday
12.969751,77.57171,PUBLIC SAFETY,2024,2,Monday
12.964429,77.576175,PUBLIC SAFETY,2024,2,Tuesday
12.969637,77.575984,PUBLIC SAFETY,2024,2,Wednesday
12.958911,77.582532,PUBLIC SAFETY,2024,2,Wednesday
12.966881,77.577891,PUBLIC SAFETY,2024,2,Wednesday
12.967769,77.578563,PUBLIC SAFETY,2024,2,Wednesday
12.970548,77.574609,PUBLIC SAFETY,2024,2,Thursday
12.967107,77.57821,PUBLIC SAFETY,2024,2,Thursday
12.969873,77.57569,PUBLIC SAFETY,2024,2,Friday
12.96442,77.577052,PUBLIC SAFETY,2024,2,Friday
12.964224,77.57687,PUBLIC SAFETY,2024,2,Friday
12.955352,77.580007,PUBLIC SAFETY,2024,2,Wednesday
12.970548,77.574609,PUBLIC SAFETY,2024,2,Wednesday
12.970546,77.574611,PUBLIC SAFETY,2024,2,Wednesday
12.967109,77.578212,PUBLIC SAFETY,2024,2,Thursday
12.96442,77.577052,PUBLIC SAFETY,2024,2,Thursday
12.970897,77.544109,PUBLIC SAFETY,2024,3,Friday
12.96749,77.578398,PUBLIC SAFETY,2024,3,Friday
12.965107,77.577688,PUBLIC SAFETY,2024,3,Friday
12.964985,77.577802,PUBLIC SAFETY,2024,3,Friday
12.967104,77.578238,PUBLIC SAFETY,2024,3,Friday
12.959071,77.578197,PUBLIC SAFETY,2024,3,Friday
12.959748,77.583233,PUBLIC SAFETY,2024,3,Friday
12.969181,77.576703,PUBLIC SAFETY,2024,3,Saturday
12.970831,77.576228,PUBLIC SAFETY,2024,3,Saturday
12.962917,77.57705,PUBLIC SAFETY,2024,3,Saturday
12.962917,77.577705,PUBLIC SAFETY,2024,3,Saturday
12.967994,77.578679,PUBLIC SAFETY,2024,3,Saturday
12.967994,77.578679,PUBLIC SAFETY,2024,3,Saturday
12.96872,77.575143,PUBLIC SAFETY,2024,3,Saturday
12.962917,77.577705,PUBLIC SAFETY,2024,3,Sunday
12.962917,77.577705,PUBLIC SAFETY,2024,3,Sunday
12.95787,77.582195,PUBLIC SAFETY,2024,3,Monday
12.957819,77.582125,PUBLIC SAFETY,2024,3,Monday
12.96442,77.557052,PUBLIC SAFETY,2024,3,Monday
12.96442,77.577052,PUBLIC SAFETY,2024,3,Monday
12.959281,77.576578,PUBLIC SAFETY,2024,3,Monday
12.955351,77.580006,PUBLIC SAFETY,2024,3,Monday
12.959546,77.575448,PUBLIC SAFETY,2024,3,Monday
12.967986,77.578668,PUBLIC SAFETY,2024,3,Monday
12.962918,77.577632,PUBLIC SAFETY,2024,3,Monday
12.962871,77.5774,PUBLIC SAFETY,2024,3,Monday
12.967418,77.57841,PUBLIC SAFETY,2024,3,Monday
12.959281,77.576578,PUBLIC SAFETY,2024,3,Tuesday
12.967107,77.57821,PUBLIC SAFETY,2024,3,Tuesday
12.967107,77.57821,PUBLIC SAFETY,2024,3,Tuesday
12.964342,77.575724,PUBLIC SAFETY,2024,3,Tuesday
12.963576,77.577238,PUBLIC SAFETY,2024,3,Tuesday
12.959688,77.583231,PUBLIC SAFETY,2024,3,Tuesday
12.959463,77.583076,PUBLIC SAFETY,2024,3,Tuesday
12.959462,77.577688,PUBLIC SAFETY,2024,3,Tuesday
12.964534,77.577024,PUBLIC SAFETY,2024,3,Tuesday
12.967961,77.57871,PUBLIC SAFETY,2024,3,Tuesday
12.967987,77.578653,PUBLIC SAFETY,2024,3,Tuesday
12.964709,77.576138,PUBLIC SAFETY,2024,3,Wednesday
12.949666,77.576138,PUBLIC SAFETY,2024,3,Wednesday
12.970077,77.579812,PUBLIC SAFETY,2024,3,Wednesday
12.970077,77.579812,PUBLIC SAFETY,2024,3,Wednesday
12.958864,77.580306,PUBLIC SAFETY,2024,3,Wednesday
12.967512,77.57843,PUBLIC SAFETY,2024,3,Thursday
12.963823,77.577386,PUBLIC SAFETY,2024,3,Thursday
12.963823,77.577386,PUBLIC SAFETY,2024,3,Thursday
12.970918,77.574116,PUBLIC SAFETY,2024,3,Thursday
12.984141,77.611402,THEFT,2024,1,Monday
12.984023,77.603642,CASES OF HURT,2024,1,Wednesday
12.982714,77.605687,THEFT,2024,1,Thursday
12.981878,77.609254,BURGLARY - NIGHT,2024,1,Friday
12.098881,77.60359,MOLESTATION,2024,1,Saturday
12.984051,77.608192,CHEATING,2024,1,Wednesday
12.985665,77.608317,THEFT,2024,1,Friday
12.983577,77.603195,THEFT,2024,1,Friday
12.981891,77.604617,THEFT,2024,1,Sunday
12.983658,77.605916, CYBER CRIME,2024,1,Sunday
12.983832,77.607493,CASES OF HURT,2024,1,Sunday
12.982001,77.605685,CHEATING,2024,1,Tuesday
12.982757,77.601968,THEFT,2024,1,Thursday
12.981728,77.604369,THEFT,2024,1,Thursday
12.981448,77.610411,THEFT,2024,1,Friday
12.982189,77.604238,THEFT,2024,1,Monday
12.982189,77.604238,THEFT,2024,1,Monday
12.980791,77.598407,THEFT,2024,1,Tuesday
12.982071,77.605699,THEFT,2024,2,Thursday
12.982317,77.610527,CASES OF HURT,2024,2,Saturday
12.982043,77.601271,CHEATING,2024,2,Saturday
12.983962,77.607611,THEFT,2024,2,Tuesday
12.98187,77.60764,MISSING PERSON,2024,2,Friday
12.984002,77.608852,THEFT,2024,2,Saturday
12.984146,77.609681,MISSING PERSON,2024,2,Saturday
12.980658,77.607405,MOLESTATION,2024,2,Sunday
12.980658,77.607405,CASES OF HURT,2024,2,Wednesday
12.983132,77.604476, CYBER CRIME,2024,2,Thursday
12.984112,77.607533,CASES OF HURT,2024,2,Saturday
12.983891,77.609615,THEFT,2024,2,Wednesday
12.981931,77.607799,CASES OF HURT,2024,2,Friday
12.983616,77.603203,THEFT,2024,2,Thursday
12.980798,77.598373,THEFT,2024,3,Friday
12.980798,77.598373,THEFT,2024,3,Friday
12.982689,77.601937,THEFT,2024,3,Tuesday
12.983004,77.60071,THEFT,2024,3,Tuesday
12.980847,77.598446,THEFT,2024,3,Wednesday
12.981146,77.598538,THEFT,2024,3,Friday
12.979825,77.570922,CHEATING,2024,1,Thursday
12.977443,77.570666,THEFT,2024,1,Thursday
12.964495,77.566722,MISSING PERSON,2024,1,Thursday
12.965491,77.566695,THEFT,2024,1,Sunday
12.963015,77.565082, CYBER CRIME,2024,1,Sunday
12.974165,77.571408,THEFT,2024,1,Wednesday
12.968089,77.572253, CYBER CRIME,2024,1,Thursday
12.967871,77.570154,CHEATING,2024,1,Thursday
12.974651,77.570104,CHEATING,2024,1,Friday
12.967846,77.574714,THEFT,2024,1,Sunday
12.971297,77.569805,MISSING PERSON,2024,1,Monday
12.964935,77.568599,MISSING PERSON,2024,1,Monday
12.974813,77.570662,CASES OF HURT,2024,1,Wednesday
12.964495,77.564482, CYBER CRIME,2024,1,Saturday
12.972641,77.571316,THEFT,2024,1,Saturday
12.965322,77.571227,THEFT,2024,1,Tuesday
12.963015,77.564482,CASES OF HURT,2024,1,Wednesday
12.973231,77.574365,THEFT,2024,1,Friday
12.970821,77.569747, CYBER CRIME,2024,1,Tuesday
12.969648,77.570178,THEFT,2024,2,Friday
12.967768,77.570366,MISSING PERSON,2024,2,Monday
12.973252,77.871691,THEFT,2024,2,Tuesday
12.970006,77.572133, CYBER CRIME,2024,2,Tuesday
12.972884,77.571163,THEFT,2024,2,Saturday
12.969588,77.874329,CASES OF HURT,2024,2,Saturday
12.969217,77.570163,MISSING PERSON,2024,2,Monday
12.965118,77.570653,MISSING PERSON,2024,2,Friday
12.965301,77.571612,Karnataka State Local Act,2024,2,Friday
12.965509,77.573089,THEFT,2024,2,Tuesday
12.972535,77.570533,MISSING PERSON,2024,3,Sunday
12.964686,77.573877,THEFT,2024,3,Wednesday
12.972376,77.595064,CHEATING,2024,1,Monday
12.97303,77.59507,THEFT,2024,1,Tuesday
12.97164,77.59594,THEFT,2024,1,Thursday
12.333333,77.666665,CHEATING,2024,1,Monday
12.974226,77.598183, CYBER CRIME,2024,1,Tuesday
12.972631,77.6058,BURGLARY - NIGHT,2024,1,Wednesday
12.975047,77.607055,THEFT,2024,1,Wednesday
12.973605,77.607047,KARNATAKA POLICE ACT 1963,2024,1,Sunday
12.975152,77.604113,CASES OF HURT,2024,1,Thursday
12.972996,77.616706,CHEATING,2024,1,Tuesday
12.967111,77.59665,THEFT,2024,2,Tuesday
12.975256,77.602632,THEFT,2024,2,Wednesday
12.972393,77.59506,MISSING PERSON,2024,2,Sunday
12.582722,77.59644,THEFT,2024,2,Tuesday
12.973181,77.606081, CYBER CRIME,2024,2,Tuesday
12.97482,77.60519,THEFT,2024,2,Tuesday
12.97608,77.60321,CHEATING,2024,2,Tuesday
12.969153,77.600728,CHEATING,2024,3,Friday
12.972907,77.595824, CYBER CRIME,2024,3,Friday
12.974372,77.607741,PUBLIC SAFETY,2024,1,Tuesday
12.982742,77.595018,PUBLIC SAFETY,2024,1,Friday
12.981822,77.594667,PUBLIC SAFETY,2024,2,Wednesday
12.981822,77.594667,PUBLIC SAFETY,2024,2,Wednesday
12.967888,77.602289, CYBER CRIME,2024,2,Friday
13.243081,77.709487,CHEATING,2024,1,Thursday
13.248367,77.715646,THEFT,2024,1,Tuesday
13.212373,77.662166,THEFT,2024,1,Tuesday
13.236065,77.713156,CASES OF HURT,2024,1,Tuesday
13.229283,77.723686, CYBER CRIME,2024,1,Tuesday
13.233487,77.695865,CHEATING,2024,1,Tuesday
13.184647,77.862111,THEFT,2024,1,Friday
17.245955,77.718569,CASES OF HURT,2024,1,Saturday
13.219823,77.7253,CASES OF HURT,2024,1,Monday
13.223901,77.652554,MOLESTATION,2024,1,Tuesday
13.243661,77.713116,THEFT,2024,1,Tuesday
13.215239,77.709833,MISSING PERSON,2024,2,Thursday
13.239211,77.714089,THEFT,2024,2,Thursday
13.224775,77.711873,CASES OF HURT,2024,2,Wednesday
13.244594,77.71127,CHEATING,2024,2,Thursday
13.215521,77.693864,CASES OF HURT,2024,2,Monday
13.250572,77.716187,BURGLARY - NIGHT,2024,2,Wednesday
13.211973,77.660527,CASES OF HURT,2024,2,Wednesday
13.243469,77.717309,Karnataka State Local Act,2024,2,Wednesday
13.231486,77.688593,MISSING PERSON,2024,2,Thursday
13.255885,77.706527,MISSING PERSON,2024,2,Thursday
13.243181,77.706842,MISSING PERSON,2024,2,Thursday
13.245556,77.712996, CYBER CRIME,2024,2,Thursday
13.252187,77.701787,MISSING PERSON,2024,2,Saturday
13.257419,77.706513,MISSING PERSON,2024,2,Saturday
13.242132,77.70395,CASES OF HURT,2024,2,Monday
13.242976,77.709534,THEFT,2024,2,Wednesday
13.237141,77.724237,CASES OF HURT,2024,2,Wednesday
13.268166,77.73432, CYBER CRIME,2024,2,Saturday
13.245296,77.712248,CASES OF HURT,2024,2,Saturday
13.254032,77.713928,THEFT,2024,2,Thursday
13.243433,77.717364,CASES OF HURT,2024,2,Thursday
13.244008,77.715612,THEFT,2024,3,Friday
13.245155,77.712477,THEFT,2024,3,Monday
13.090503,77.592077,MISSING PERSON,2024,3,Monday
13.237834,77.726019, CYBER CRIME,2024,3,Tuesday
13.233662,77.727021,MISSING PERSON,2024,3,Thursday
13.243901,77.716326, CYBER CRIME,2024,3,Thursday
13.011561,77.613313,BURGLARY - NIGHT,2024,1,Monday
13.038129,77.613313,THEFT,2024,1,Monday
13.038333,77.613313,CHEATING,2024,1,Tuesday
13.038333,77.613313,THEFT,2024,1,Tuesday
13.038333,77.613313,CASES OF HURT,2024,1,Tuesday
13.011561,77.613313,THEFT,2024,1,Wednesday
13.106247,77.616343,CASES OF HURT,2024,1,Thursday
13.106247,77.615592,CHEATING,2024,1,Saturday
13.038333,77.615592,CHEATING,2024,1,Saturday
13.012606,77.609991,THEFT,2024,1,Sunday
13.011561,77.613313, CYBER CRIME,2024,1,Sunday
13.011561,77.613313,THEFT,2024,1,Monday
13.057414,77.648303,THEFT,2024,1,Tuesday
